;User_ID;Product_ID;Gender;Age;Occupation;City_Category;Stay_In_Current_City_Years;Marital_Status;Product_Category_1;Product_Category_2;Purchase
0;1000001;P00069042;F;0-17;10;A;2;0;3;9,627841;8370
1;1000001;P00248942;F;0-17;10;A;2;0;1;6,000000;15200
2;1000001;P00087842;F;0-17;10;A;2;0;12;9,627841;1422
3;1000001;P00085442;F;0-17;10;A;2;0;12;14,000000;1057
4;1000002;P00285442;M;55+;16;C;4+;0;8;9,627841;7969
5;1000003;P00193542;M;26-35;15;A;3;0;1;2,000000;15227
6;1000004;P00184942;M;46-50;7;B;2;1;1;8,000000;19215
7;1000004;P00346142;M;46-50;7;B;2;1;1;15,000000;15854
8;1000004;P0097242;M;46-50;7;B;2;1;1;16,000000;15686
9;1000005;P00274942;M;26-35;20;A;1;1;8;9,627841;7871
10;1000005;P00251242;M;26-35;20;A;1;1;5;11,000000;5254
11;1000005;P00014542;M;26-35;20;A;1;1;8;9,627841;3957
12;1000005;P00031342;M;26-35;20;A;1;1;8;9,627841;6073
13;1000005;P00145042;M;26-35;20;A;1;1;1;2,000000;15665
14;1000006;P00231342;F;51-55;9;A;1;0;5;8,000000;5378
15;1000006;P00190242;F;51-55;9;A;1;0;4;5,000000;2079
16;1000006;P0096642;F;51-55;9;A;1;0;2;3,000000;13055
17;1000006;P00058442;F;51-55;9;A;1;0;5;14,000000;8851
18;1000007;P00036842;M;36-45;1;B;1;1;1;14,000000;11788
19;1000008;P00249542;M;26-35;12;C;4+;1;1;5,000000;19614
20;1000008;P00220442;M;26-35;12;C;4+;1;5;14,000000;8584
21;1000008;P00156442;M;26-35;12;C;4+;1;8;9,627841;9872
22;1000008;P00213742;M;26-35;12;C;4+;1;8;9,627841;9743
23;1000008;P00214442;M;26-35;12;C;4+;1;8;9,627841;5982
24;1000008;P00303442;M;26-35;12;C;4+;1;1;8,000000;11927
25;1000009;P00135742;M;26-35;17;C;0;0;6;8,000000;16662
26;1000009;P00039942;M;26-35;17;C;0;0;8;9,627841;5887
27;1000009;P00161442;M;26-35;17;C;0;0;5;14,000000;6973
28;1000009;P00078742;M;26-35;17;C;0;0;5;8,000000;5391
29;1000010;P00085942;F;36-45;1;B;4+;1;2;4,000000;16352
30;1000010;P00118742;F;36-45;1;B;4+;1;5;11,000000;8886
31;1000010;P00297942;F;36-45;1;B;4+;1;8;9,627841;5875
32;1000010;P00266842;F;36-45;1;B;4+;1;5;9,627841;8854
33;1000010;P00058342;F;36-45;1;B;4+;1;3;4,000000;10946
34;1000010;P00032442;F;36-45;1;B;4+;1;5;9,627841;5152
35;1000010;P00105942;F;36-45;1;B;4+;1;5;9,627841;7089
36;1000010;P00182642;F;36-45;1;B;4+;1;2;4,000000;12909
37;1000010;P00186942;F;36-45;1;B;4+;1;5;12,000000;8770
38;1000010;P00155442;F;36-45;1;B;4+;1;1;11,000000;15212
39;1000010;P00221342;F;36-45;1;B;4+;1;1;2,000000;15705
40;1000010;P00087242;F;36-45;1;B;4+;1;14;9,627841;7947
41;1000010;P00111142;F;36-45;1;B;4+;1;1;15,000000;18963
42;1000010;P00259342;F;36-45;1;B;4+;1;5;9,000000;8718
43;1000010;P0094542;F;36-45;1;B;4+;1;2;4,000000;16406
44;1000010;P00148642;F;36-45;1;B;4+;1;6;10,000000;12642
45;1000010;P00312142;F;36-45;1;B;4+;1;8;9,627841;10007
46;1000010;P00113242;F;36-45;1;B;4+;1;1;6,000000;11562
47;1000011;P00192642;F;26-35;1;C;1;0;8;17,000000;6171
48;1000011;P00110842;F;26-35;1;C;1;0;1;2,000000;19327
49;1000011;P00189642;F;26-35;1;C;1;0;8;13,000000;8027
50;1000012;P00304242;M;26-35;12;C;2;0;1;6,000000;15246
51;1000012;P00365242;M;26-35;12;C;2;0;5;8,000000;6865
52;1000013;P00129542;M;46-50;1;C;3;1;8;14,000000;5839
53;1000013;P00140742;M;46-50;1;C;3;1;1;15,000000;15912
54;1000013;P00182342;M;46-50;1;C;3;1;1;5,000000;12107
55;1000014;P00276642;M;36-45;0;C;0;0;8;11,000000;5848
56;1000015;P00334242;M;26-35;7;A;1;0;1;8,000000;19653
57;1000015;P00247542;M;26-35;7;A;1;0;8;16,000000;5958
58;1000015;P00338442;M;26-35;7;A;1;0;1;16,000000;11415
59;1000015;P00275142;M;26-35;7;A;1;0;5;8,000000;5380
60;1000015;P00333042;M;26-35;7;A;1;0;5;8,000000;3594
61;1000015;P00166242;M;26-35;7;A;1;0;8;9,627841;4209
62;1000015;P00161942;M;26-35;7;A;1;0;5;8,000000;5407
63;1000015;P00348242;M;26-35;7;A;1;0;8;9,627841;7803
64;1000015;P00042142;M;26-35;7;A;1;0;1;2,000000;11458
65;1000016;P00244242;F;36-45;0;C;0;1;1;2,000000;11755
66;1000016;P00217742;F;36-45;0;C;0;1;5;14,000000;8702
67;1000017;P00019342;M;51-55;1;C;0;0;1;6,000000;15872
68;1000017;P00100642;M;51-55;1;C;0;0;5;15,000000;8609
69;1000017;P00073842;M;51-55;1;C;0;0;1;15,000000;15172
70;1000018;P00366542;F;18-25;3;B;3;0;5;9,627841;1780
71;1000018;P00190742;F;18-25;3;B;3;0;3;4,000000;10754
72;1000018;P00151842;F;18-25;3;B;3;0;4;8,000000;2802
73;1000018;P00112642;F;18-25;3;B;3;0;1;2,000000;19473
74;1000018;P00118442;F;18-25;3;B;3;0;1;2,000000;19672
75;1000018;P00034442;F;18-25;3;B;3;0;1;14,000000;19313
76;1000018;P00222242;F;18-25;3;B;3;0;1;2,000000;15182
77;1000018;P00118342;F;18-25;3;B;3;0;2;3,000000;15985
78;1000018;P00324742;F;18-25;3;B;3;0;2;9,000000;16454
79;1000018;P00190042;F;18-25;3;B;3;0;3;4,000000;13551
80;1000018;P0094142;F;18-25;3;B;3;0;4;5,000000;697
81;1000018;P00138542;F;18-25;3;B;3;0;5;6,000000;7030
82;1000018;P00158542;F;18-25;3;B;3;0;5;6,000000;5430
83;1000018;P00157542;F;18-25;3;B;3;0;8;14,000000;8011
84;1000018;P00044142;F;18-25;3;B;3;0;8;16,000000;5912
85;1000019;P00112542;M;0-17;10;A;3;0;1;11,000000;7746
86;1000019;P00339542;M;0-17;10;A;3;0;1;9,627841;19525
87;1000019;P00127842;M;0-17;10;A;3;0;1;2,000000;11959
88;1000019;P00125942;M;0-17;10;A;3;0;1;2,000000;19172
89;1000019;P00251342;M;0-17;10;A;3;0;5;11,000000;8773
90;1000019;P00249642;M;0-17;10;A;3;0;3;5,000000;11023
91;1000019;P00124842;M;0-17;10;A;3;0;11;9,627841;4654
92;1000019;P00250642;M;0-17;10;A;3;0;11;9,627841;4664
93;1000019;P00058142;M;0-17;10;A;3;0;3;4,000000;8290
94;1000019;P00117442;M;0-17;10;A;3;0;5;14,000000;7011
95;1000019;P00251642;M;0-17;10;A;3;0;1;2,000000;4211
96;1000019;P00244842;M;0-17;10;A;3;0;11;9,627841;1539
97;1000021;P00220242;M;18-25;16;B;0;0;3;12,000000;3055
98;1000022;P00351142;M;18-25;15;A;4+;0;1;8,000000;12099
99;1000022;P00213242;M;18-25;15;A;4+;0;5;8,000000;8797
100;1000022;P00195942;M;18-25;15;A;4+;0;3;4,000000;10681
101;1000022;P00115642;M;18-25;15;A;4+;0;8;14,000000;7801
102;1000022;P0098242;M;18-25;15;A;4+;0;1;16,000000;15517
103;1000022;P00262242;M;18-25;15;A;4+;0;1;11,000000;12098
104;1000022;P00258742;M;18-25;15;A;4+;0;5;9,627841;6976
105;1000022;P00218242;M;18-25;15;A;4+;0;5;8,000000;5384
106;1000022;P00021742;M;18-25;15;A;4+;0;5;9,627841;6973
107;1000022;P00313042;M;18-25;15;A;4+;0;5;14,000000;5168
108;1000022;P00133742;M;18-25;15;A;4+;0;5;14,000000;3449
109;1000022;P00077042;M;18-25;15;A;4+;0;5;9,627841;7177
110;1000022;P00280542;M;18-25;15;A;4+;0;11;9,627841;4570
111;1000022;P00225842;M;18-25;15;A;4+;0;2;4,000000;9564
112;1000023;P00278942;M;36-45;0;B;3;1;1;2,000000;15766
113;1000023;P00004742;M;36-45;0;B;3;1;6;16,000000;8481
114;1000023;P00198042;M;36-45;0;B;3;1;11;16,000000;6108
115;1000023;P00177442;M;36-45;0;B;3;1;1;6,000000;15354
116;1000023;P00000642;M;36-45;0;B;3;1;1;6,000000;12015
117;1000023;P00288942;M;36-45;0;B;3;1;1;2,000000;15371
118;1000023;P00270942;M;36-45;0;B;3;1;1;2,000000;19239
119;1000023;P00345842;M;36-45;0;B;3;1;2;8,000000;16137
120;1000023;P00032042;M;36-45;0;B;3;1;1;2,000000;11887
121;1000023;P00313042;M;36-45;0;B;3;1;5;14,000000;5183
122;1000023;P00112342;M;36-45;0;B;3;1;13;16,000000;584
123;1000023;P00031842;M;36-45;0;B;3;1;1;5,000000;7601
124;1000024;P00346642;F;26-35;7;A;3;1;8;9,627841;2230
125;1000024;P00205642;F;26-35;7;A;3;1;5;8,000000;6940
126;1000024;P00248942;F;26-35;7;A;3;1;1;6,000000;15774
127;1000025;P00206442;M;18-25;4;C;4+;0;1;5,000000;15361
128;1000025;P00046742;M;18-25;4;C;4+;0;1;2,000000;15770
129;1000025;P00120042;M;18-25;4;C;4+;0;1;2,000000;18974
130;1000026;P00043242;M;26-35;7;B;2;1;5;9,627841;1848
131;1000026;P00057242;M;26-35;7;B;2;1;5;9,627841;3624
132;1000026;P00022842;M;26-35;7;B;2;1;5;9,627841;5275
133;1000026;P00252042;M;26-35;7;B;2;1;5;14,000000;5356
134;1000026;P00042242;M;26-35;7;B;2;1;5;15,000000;5411
135;1000026;P00059542;M;26-35;7;B;2;1;2;4,000000;9734
136;1000026;P00346642;M;26-35;7;B;2;1;8;9,627841;7814
137;1000026;P00021242;M;26-35;7;B;2;1;8;16,000000;6098
138;1000026;P00023042;M;26-35;7;B;2;1;5;14,000000;5195
139;1000026;P00144242;M;26-35;7;B;2;1;5;14,000000;5220
140;1000026;P00101342;M;26-35;7;B;2;1;6;8,000000;16093
141;1000026;P00289342;M;26-35;7;B;2;1;5;8,000000;3702
142;1000027;P00281742;M;26-35;11;C;1;1;5;8,000000;8696
143;1000027;P00266642;M;26-35;11;C;1;1;1;8,000000;7730
144;1000027;P00323742;M;26-35;11;C;1;1;8;9,627841;9836
145;1000027;P00116342;M;26-35;11;C;1;1;2;9,627841;16500
146;1000027;P00117142;M;26-35;11;C;1;1;2;17,000000;15903
147;1000028;P00084442;F;26-35;1;C;2;1;13;16,000000;758
148;1000028;P00331542;F;26-35;1;C;2;1;5;8,000000;6904
149;1000028;P00118742;F;26-35;1;C;2;1;5;11,000000;8690
150;1000028;P00178942;F;26-35;1;C;2;1;5;8,000000;8624
151;1000028;P00026042;F;26-35;1;C;2;1;8;14,000000;3904
152;1000029;P00233542;M;36-45;7;C;1;0;1;15,000000;19068
153;1000029;P00127242;M;36-45;7;C;1;0;1;16,000000;7963
154;1000029;P00349942;M;36-45;7;C;1;0;1;5,000000;15511
155;1000029;P00303342;M;36-45;7;C;1;0;1;16,000000;11859
156;1000030;P00051442;F;36-45;7;C;3;0;8;17,000000;9735
157;1000030;P00275642;F;36-45;7;C;3;0;8;9,627841;4166
158;1000030;P00278642;F;36-45;7;C;3;0;5;9,627841;6927
159;1000031;P00117442;M;55+;7;C;2;0;5;14,000000;8596
160;1000031;P00322042;M;55+;7;C;2;0;5;8,000000;5248
161;1000031;P00216342;M;55+;7;C;2;0;3;4,000000;10592
162;1000031;P00329342;M;55+;7;C;2;0;5;9,627841;3482
163;1000032;P00332342;F;26-35;0;C;3;1;5;8,000000;7134
164;1000033;P00285442;M;46-50;3;A;1;1;8;9,627841;7854
165;1000033;P00111742;M;46-50;3;A;1;1;15;9,627841;17391
166;1000033;P00293742;M;46-50;3;A;1;1;8;9,627841;6074
167;1000033;P00032842;M;46-50;3;A;1;1;8;9,627841;6119
168;1000033;P00216142;M;46-50;3;A;1;1;1;16,000000;15333
169;1000033;P00001642;M;46-50;3;A;1;1;8;16,000000;6129
170;1000033;P00351842;M;46-50;3;A;1;1;5;9,627841;5265
171;1000033;P00145442;M;46-50;3;A;1;1;8;15,000000;7888
172;1000033;P00344242;M;46-50;3;A;1;1;8;10,000000;4035
173;1000033;P00327242;M;46-50;3;A;1;1;5;8,000000;5280
174;1000033;P00241142;M;46-50;3;A;1;1;8;9,627841;7909
175;1000033;P00219242;M;46-50;3;A;1;1;4;5,000000;811
176;1000033;P00057342;M;46-50;3;A;1;1;4;5,000000;2846
177;1000033;P00165742;M;46-50;3;A;1;1;8;16,000000;7994
178;1000033;P00154642;M;46-50;3;A;1;1;8;9,627841;3897
179;1000034;P00192942;F;18-25;0;A;0;0;5;9,627841;6996
180;1000034;P00247042;F;18-25;0;A;0;0;5;14,000000;8593
181;1000034;P00150542;F;18-25;0;A;0;0;5;9,627841;6917
182;1000034;P00347142;F;18-25;0;A;0;0;5;9,627841;5329
183;1000034;P00326742;F;18-25;0;A;0;0;11;9,627841;5942
184;1000034;P00085942;F;18-25;0;A;0;0;2;4,000000;15895
185;1000034;P00330442;F;18-25;0;A;0;0;5;14,000000;7165
186;1000034;P00327842;F;18-25;0;A;0;0;8;16,000000;9846
187;1000034;P00218342;F;18-25;0;A;0;0;5;9,627841;8701
188;1000034;P00259042;F;18-25;0;A;0;0;5;9,627841;8757
189;1000035;P00102542;M;46-50;1;C;4+;1;8;9,627841;6109
190;1000035;P00285442;M;46-50;1;C;4+;1;8;9,627841;6139
191;1000035;P00121142;M;46-50;1;C;4+;1;8;9,627841;5897
192;1000035;P00228242;M;46-50;1;C;4+;1;8;9,627841;3990
193;1000035;P00129542;M;46-50;1;C;4+;1;8;14,000000;6153
194;1000035;P00309542;M;46-50;1;C;4+;1;5;14,000000;5319
195;1000035;P00106742;M;46-50;1;C;4+;1;3;5,000000;10767
196;1000036;P00102642;M;26-35;3;B;0;0;4;8,000000;2832
197;1000036;P00127442;M;26-35;3;B;0;0;1;2,000000;8066
198;1000036;P00345642;M;26-35;3;B;0;0;1;15,000000;15812
199;1000036;P00357842;M;26-35;3;B;0;0;5;9,627841;6967
200;1000036;P00115342;M;26-35;3;B;0;0;5;8,000000;6922
201;1000036;P00174442;M;26-35;3;B;0;0;5;9,627841;8621
202;1000036;P00282642;M;26-35;3;B;0;0;5;9,627841;7030
203;1000036;P00150542;M;26-35;3;B;0;0;5;9,627841;7172
204;1000036;P00037142;M;26-35;3;B;0;0;1;2,000000;15769
205;1000036;P00192042;M;26-35;3;B;0;0;5;9,000000;6871
206;1000036;P00197542;M;26-35;3;B;0;0;5;9,627841;7171
207;1000036;P00048742;M;26-35;3;B;0;0;5;9,627841;7139
208;1000036;P00110142;M;26-35;3;B;0;0;7;9,627841;16280
209;1000036;P00120842;M;26-35;3;B;0;0;8;17,000000;9894
210;1000036;P00267742;M;26-35;3;B;0;0;5;9,627841;3664
211;1000036;P00086442;M;26-35;3;B;0;0;8;13,000000;7869
214;1000036;P00318742;M;26-35;3;B;0;0;1;8,000000;11518
215;1000036;P00028442;M;26-35;3;B;0;0;1;8,000000;15285
216;1000036;P00208342;M;26-35;3;B;0;0;1;16,000000;15524
217;1000036;P00193542;M;26-35;3;B;0;0;1;2,000000;19278
218;1000036;P00277442;M;26-35;3;B;0;0;1;6,000000;15445
219;1000037;P00085242;F;26-35;9;C;1;0;8;14,000000;8034
221;1000039;P00351142;M;18-25;4;B;2;0;1;8,000000;15319
222;1000041;P00235242;F;18-25;4;C;3;0;8;9,627841;5915
223;1000041;P00251542;F;18-25;4;C;3;0;11;16,000000;6025
224;1000042;P00046742;M;26-35;8;C;0;1;1;2,000000;19433
225;1000042;P00003242;M;26-35;8;C;0;1;8;15,000000;6027
226;1000042;P00221542;M;26-35;8;C;0;1;5;15,000000;7040
227;1000042;P00142142;M;26-35;8;C;0;1;1;2,000000;11965
228;1000042;P00044442;M;26-35;8;C;0;1;1;16,000000;15469
229;1000042;P00147742;M;26-35;8;C;0;1;1;16,000000;11925
230;1000042;P00030942;M;26-35;8;C;0;1;4;5,000000;2826
231;1000042;P00288042;M;26-35;8;C;0;1;8;9,627841;4013
232;1000042;P00313142;M;26-35;8;C;0;1;8;9,627841;5914
233;1000042;P00195442;M;26-35;8;C;0;1;5;9,627841;7176
235;1000044;P00112142;M;46-50;17;B;3;1;1;2,000000;19072
236;1000044;P00120342;M;46-50;17;B;3;1;5;17,000000;7179
237;1000044;P00110542;M;46-50;17;B;3;1;8;9,627841;7995
238;1000044;P00279942;M;46-50;17;B;3;1;8;9,627841;4124
239;1000044;P00303742;M;46-50;17;B;3;1;8;9,627841;7772
240;1000044;P00140742;M;46-50;17;B;3;1;1;15,000000;11799
241;1000044;P00190042;M;46-50;17;B;3;1;3;4,000000;13251
242;1000044;P00316742;M;46-50;17;B;3;1;4;5,000000;3524
243;1000044;P00233542;M;46-50;17;B;3;1;1;15,000000;15853
244;1000044;P00115242;M;46-50;17;B;3;1;5;8,000000;1728
245;1000044;P00338442;M;46-50;17;B;3;1;1;16,000000;11693
246;1000044;P00302842;M;46-50;17;B;3;1;8;13,000000;7852
247;1000044;P00124842;M;46-50;17;B;3;1;11;9,627841;1582
248;1000045;P00066442;F;46-50;16;A;1;1;5;14,000000;6950
249;1000045;P00273442;F;46-50;16;A;1;1;12;14,000000;1414
250;1000045;P00210142;F;46-50;16;A;1;1;14;9,627841;4325
251;1000045;P00212542;F;46-50;16;A;1;1;8;14,000000;4028
252;1000045;P00321742;F;46-50;16;A;1;1;5;8,000000;3432
253;1000045;P00020042;F;46-50;16;A;1;1;5;8,000000;3715
254;1000045;P00051942;F;46-50;16;A;1;1;5;6,000000;3540
255;1000045;P00251342;F;46-50;16;A;1;1;5;11,000000;5352
256;1000045;P00303542;F;46-50;16;A;1;1;5;9,627841;1828
257;1000045;P00228142;F;46-50;16;A;1;1;5;9,627841;7159
258;1000046;P00123142;M;18-25;19;C;4+;0;11;9,627841;7614
259;1000046;P00079542;M;18-25;19;C;4+;0;5;8,000000;1784
260;1000046;P00103142;M;18-25;19;C;4+;0;1;9,627841;3978
261;1000046;P00305542;M;18-25;19;C;4+;0;11;9,627841;7478
262;1000047;P00031042;M;18-25;4;C;4+;1;8;9,627841;8043
263;1000047;P00260042;M;18-25;4;C;4+;1;5;8,000000;6912
264;1000048;P00055642;M;26-35;4;B;3;1;4;5,000000;1447
265;1000048;P00312742;M;26-35;4;B;3;1;15;9,627841;4338
266;1000048;P00010742;M;26-35;4;B;3;1;1;8,000000;19352
267;1000048;P00147742;M;26-35;4;B;3;1;1;16,000000;11420
268;1000048;P00303742;M;26-35;4;B;3;1;8;9,627841;5897
269;1000048;P00223242;M;26-35;4;B;3;1;5;14,000000;7048
270;1000048;P00114942;M;26-35;4;B;3;1;1;15,000000;15783
271;1000048;P00277442;M;26-35;4;B;3;1;1;6,000000;11396
272;1000048;P00183242;M;26-35;4;B;3;1;5;15,000000;5180
273;1000048;P00030842;M;26-35;4;B;3;1;1;2,000000;15549
274;1000048;P00220142;M;26-35;4;B;3;1;1;15,000000;11935
275;1000048;P00130442;M;26-35;4;B;3;1;3;5,000000;8091
276;1000048;P00323042;M;26-35;4;B;3;1;5;9,627841;7001
277;1000048;P00344742;M;26-35;4;B;3;1;5;9,627841;1747
278;1000048;P00182442;M;26-35;4;B;3;1;5;11,000000;5252
279;1000048;P00015342;M;26-35;4;B;3;1;2;4,000000;6407
280;1000048;P00113242;M;26-35;4;B;3;1;1;6,000000;15466
281;1000048;P00288042;M;26-35;4;B;3;1;8;9,627841;7781
282;1000048;P00103042;M;26-35;4;B;3;1;1;14,000000;15849
283;1000048;P00187842;M;26-35;4;B;3;1;1;16,000000;11430
284;1000048;P00162442;M;26-35;4;B;3;1;1;16,000000;11404
285;1000048;P00078542;M;26-35;4;B;3;1;1;2,000000;11853
286;1000048;P0094142;M;26-35;4;B;3;1;4;5,000000;1446
287;1000048;P00324442;M;26-35;4;B;3;1;11;13,000000;3101
288;1000048;P00041642;M;26-35;4;B;3;1;5;9,627841;3694
289;1000048;P00050542;M;26-35;4;B;3;1;5;9,627841;3696
290;1000048;P00006442;M;26-35;4;B;3;1;5;9,627841;3580
291;1000049;P00051442;M;18-25;12;C;4+;1;8;17,000000;9879
292;1000049;P00350942;M;18-25;12;C;4+;1;3;4,000000;10783
293;1000049;P00000142;M;18-25;12;C;4+;1;3;4,000000;13353
294;1000049;P00127242;M;18-25;12;C;4+;1;1;16,000000;15715
295;1000049;P00034042;M;18-25;12;C;4+;1;1;2,000000;11463
296;1000049;P00143142;M;18-25;12;C;4+;1;8;14,000000;7763
297;1000050;P00317942;F;26-35;2;A;1;1;8;16,000000;5878
298;1000050;P00335542;F;26-35;2;A;1;1;8;9,627841;5845
299;1000051;P00361842;F;0-17;10;C;2;0;15;16,000000;17271
300;1000052;P00147942;M;18-25;4;C;0;0;1;16,000000;15244
301;1000052;P00000642;M;18-25;4;C;0;0;1;6,000000;19060
302;1000052;P00037142;M;18-25;4;C;0;0;1;2,000000;15772
303;1000052;P00028042;M;18-25;4;C;0;0;1;16,000000;8159
305;1000053;P00120342;M;26-35;0;B;1;0;5;17,000000;8637
306;1000053;P00130742;M;26-35;0;B;1;0;1;14,000000;19251
307;1000053;P00024142;M;26-35;0;B;1;0;8;9,000000;10021
308;1000053;P00127242;M;26-35;0;B;1;0;1;16,000000;15734
309;1000053;P00209742;M;26-35;0;B;1;0;1;11,000000;19662
310;1000053;P00160042;M;26-35;0;B;1;0;1;13,000000;19416
311;1000053;P00042342;M;26-35;0;B;1;0;8;16,000000;5996
312;1000053;P00016542;M;26-35;0;B;1;0;1;6,000000;11937
313;1000053;P00016742;M;26-35;0;B;1;0;1;15,000000;15859
314;1000053;P00227642;M;26-35;0;B;1;0;1;5,000000;11723
315;1000053;P00146142;M;26-35;0;B;1;0;1;2,000000;11793
316;1000053;P00070542;M;26-35;0;B;1;0;3;15,000000;13689
317;1000053;P00129842;M;26-35;0;B;1;0;6;8,000000;16306
318;1000053;P00243942;M;26-35;0;B;1;0;1;2,000000;19171
319;1000053;P00246742;M;26-35;0;B;1;0;11;15,000000;1629
320;1000053;P00310142;M;26-35;0;B;1;0;5;15,000000;6931
321;1000053;P00244142;M;26-35;0;B;1;0;1;2,000000;12004
322;1000053;P00085442;M;26-35;0;B;1;0;12;14,000000;1752
323;1000053;P00190142;M;26-35;0;B;1;0;3;4,000000;10766
324;1000053;P00109242;M;26-35;0;B;1;0;6;8,000000;20529
325;1000053;P00089342;M;26-35;0;B;1;0;8;9,627841;9856
326;1000053;P00288542;M;26-35;0;B;1;0;8;9,627841;8000
327;1000053;P00212242;M;26-35;0;B;1;0;8;9,627841;10038
328;1000053;P00319342;M;26-35;0;B;1;0;5;8,000000;8685
329;1000053;P00302942;M;26-35;0;B;1;0;8;9,627841;7796
330;1000053;P00145942;M;26-35;0;B;1;0;6;8,000000;20474
331;1000053;P00026342;M;26-35;0;B;1;0;8;9,627841;7820
332;1000053;P00148842;M;26-35;0;B;1;0;6;8,000000;16477
